Year,Month,Day,DayOfWeek,Airline,FlightNumber,OriginAirport,DestAirport,SchedDepTime,DepDelay,ArrDelay,Cancelled,Diverted,Distance
2015,11,5,5,F9,8440,ATL,ATL,08:56,157,168,False,False,865
2017,12,17,1,UA,3294,ORD,DFW,22:20,144,156,False,False,1969
2017,6,17,5,AA,2737,JFK,ORD,03:42,23,31,False,False,1099
2018,7,17,7,UA,9080,SFO,SEA,23:19,83,78,False,False,2171
2016,5,1,7,NK,3513,ATL,ATL,09:35,3,19,False,False,2644
2018,8,20,6,B6,9942,ATL,MIA,00:32,-20,-15,False,False,1837
2015,8,4,1,WN,6302,LGA,SFO,01:14,69,62,False,False,848
2018,12,19,3,DL,4443,LGA,SEA,17:16,75,91,False,False,639
2017,12,20,6,AS,3090,DEN,LGA,04:14,0,17,False,False,1749
2018,10,12,3,B6,8427,LAX,ATL,01:25,92,91,False,False,2840
2016,11,22,2,F9,9732,LGA,MIA,02:24,117,136,False,False,2818
2017,10,23,1,B6,6808,ATL,MIA,15:01,23,27,False,False,1143
2016,10,24,5,DL,8426,DEN,SFO,09:48,55,46,False,False,724
2016,11,21,3,WN,7698,LAX,JFK,02:04,90,82,False,False,1575
2017,12,11,2,WN,9444,DFW,ORD,20:00,60,68,False,False,2484
2017,2,22,7,F9,6705,SFO,ATL,06:04,150,148,False,False,2745
2016,5,2,5,B6,9397,DEN,DFW,10:58,48,61,False,False,2682
2017,4,18,2,F9,7029,SEA,ORD,02:09,-7,10,False,False,1511
2016,4,24,4,B6,2441,SEA,DFW,09:02,47,61,False,False,2178
2018,4,9,3,B6,5629,ATL,SFO,14:16,4,-5,False,False,1493
2017,6,17,6,DL,5935,LGA,DFW,21:14,135,136,False,False,2695
2015,9,25,7,AA,7947,SEA,DFW,02:00,22,17,False,False,1523
2017,12,15,6,AS,4694,ATL,ATL,04:07,-3,-11,False,False,1743
2017,8,16,4,AA,8123,MIA,DFW,07:53,10,17,False,False,2684
2018,8,2,5,F9,810,ORD,SFO,23:55,13,29,False,False,803
2015,3,23,3,F9,9319,ATL,SFO,06:20,59,56,False,False,998
2017,4,15,2,B6,5868,LGA,MIA,16:16,91,110,False,False,748
2016,8,6,3,DL,7296,LGA,MIA,11:21,66,64,False,False,2017
2016,1,22,1,NK,9817,ORD,LGA,12:24,162,180,False,False,1155
2019,7,17,7,DL,2273,SFO,SFO,13:48,61,64,False,False,779
2018,10,25,1,B6,7984,LAX,ATL,04:40,161,173,False,False,2449
2015,4,27,5,NK,698,LGA,DFW,13:20,68,64,False,False,2284
2016,11,16,5,AA,8913,LAX,ATL,10:30,46,44,False,False,259
2018,6,24,3,F9,1538,SEA,LAX,14:02,172,179,False,False,1576
2019,1,17,6,F9,5953,JFK,DFW,08:26,56,51,False,False,802
2016,2,24,2,UA,2701,LGA,DEN,16:01,147,150,False,False,1214
2015,12,14,7,B6,4299,DFW,DEN,16:43,144,162,False,False,2409
2019,7,10,7,WN,8682,SFO,LGA,19:47,8,12,False,False,2613
2018,3,16,2,NK,7014,ATL,JFK,16:39,162,171,False,False,1852
2016,11,5,7,UA,3003,LGA,SEA,09:23,89,101,False,False,2822
2019,9,26,6,B6,7871,ORD,LAX,04:09,88,95,False,False,1659
2015,9,26,1,F9,8432,MIA,ATL,09:28,4,0,False,False,1492
2017,5,22,1,B6,9575,SEA,LAX,18:45,161,179,False,False,2365
2019,7,5,6,AS,7076,MIA,LGA,11:09,5,-4,True,False,281
2015,9,7,1,DL,4512,JFK,JFK,04:16,157,147,False,False,2498
2018,9,14,5,AA,7423,LAX,ATL,17:06,71,80,False,False,942
2017,9,20,2,WN,6865,DFW,JFK,14:52,62,72,False,False,1110
2015,9,4,7,F9,2716,SEA,DEN,14:33,-2,-10,False,False,546
2015,3,16,3,AA,8059,JFK,LAX,07:10,98,94,False,False,2892
2015,3,17,6,DL,7802,SEA,LGA,02:07,18,25,False,False,1039
2015,6,17,2,DL,7622,SEA,SEA,14:27,126,140,False,False,2446
2017,12,26,7,UA,9353,SEA,ATL,11:21,111,122,False,False,1192
2019,9,14,4,WN,9604,LGA,DEN,10:00,61,78,False,False,1586
2016,12,2,5,NK,6017,ATL,SEA,00:24,90,107,False,False,236
2015,5,22,2,NK,8643,MIA,SEA,17:04,36,35,False,False,1622
2016,1,28,1,DL,6392,LAX,DEN,23:29,52,47,False,False,1682
2018,6,1,7,WN,3375,JFK,ORD,21:50,126,128,True,False,2128
2018,11,18,4,AA,4580,LGA,SEA,04:40,78,89,False,False,210
2016,5,20,2,WN,8816,ATL,SEA,20:34,146,160,False,False,2120
2016,9,11,5,NK,4142,MIA,DFW,22:34,136,155,False,False,2119
2019,2,26,3,B6,7058,LGA,LAX,15:29,-4,-4,False,False,713
2017,12,14,7,NK,2332,LAX,MIA,05:28,164,154,True,False,1976
2018,9,13,5,NK,5875,DEN,SFO,15:40,42,43,False,False,335
2017,7,17,4,AA,8450,DEN,DFW,05:08,14,31,False,False,1784
2017,9,9,7,B6,1723,SEA,JFK,00:23,150,149,False,False,403
2019,11,5,3,DL,825,LAX,ATL,23:13,98,88,False,False,1738
2019,2,21,6,F9,6097,DFW,SEA,16:24,77,94,False,False,2449
2017,10,20,1,DL,9596,JFK,LAX,05:20,146,150,False,False,2494
2015,10,8,5,B6,5299,SFO,ATL,03:12,33,52,False,False,2579
2015,12,10,4,F9,1879,ORD,DEN,16:45,163,169,False,False,2267
2017,12,21,4,AS,9645,ORD,SEA,15:12,65,66,False,False,1433
2018,3,6,6,DL,9505,DFW,JFK,01:22,29,40,False,False,224
2015,4,10,4,F9,7052,DEN,SEA,10:56,-15,3,False,False,248
2016,11,12,2,UA,341,SEA,ATL,16:35,176,186,False,False,1044
2015,11,7,2,DL,7273,LAX,SEA,20:07,160,154,False,False,2446
2019,7,13,6,AS,6718,LAX,LAX,00:48,16,20,False,False,1890
2018,10,15,1,AS,4135,ORD,MIA,09:14,-19,-13,False,False,909
2015,8,26,5,WN,515,ORD,LGA,00:55,6,-2,False,False,984
2018,9,11,1,B6,6245,ORD,LGA,09:26,25,23,False,False,2928
2019,11,6,5,AA,7579,SFO,ATL,14:52,153,147,False,False,1483
2019,5,27,7,AS,4987,MIA,DEN,11:08,61,73,False,False,2685
2019,10,26,3,B6,6214,DFW,LGA,12:27,97,109,False,False,1918
2016,3,20,7,UA,5833,DEN,ORD,17:37,49,65,False,False,2749
2018,6,8,2,AA,4700,LGA,LAX,03:07,42,39,False,False,1906
2016,12,9,6,F9,3685,SFO,JFK,11:30,145,164,False,False,710
2019,9,8,5,UA,8507,ATL,ATL,02:54,-11,-15,False,True,1414
2017,9,4,7,DL,9704,ORD,LGA,14:16,-12,-20,False,False,2408
2017,2,3,1,F9,6384,LAX,JFK,23:16,11,6,False,False,1111
2016,9,10,1,WN,881,JFK,DEN,15:26,142,144,False,False,2948
2015,5,17,2,AS,2752,ORD,SEA,21:29,-15,-22,False,False,668
2019,11,14,6,WN,1105,DEN,SEA,13:18,77,77,False,False,760
2016,4,10,7,DL,6911,ORD,SEA,23:07,86,95,False,False,967
2015,5,26,3,B6,1126,ORD,JFK,06:56,67,72,False,False,878
2015,3,27,1,F9,9450,LAX,MIA,14:29,64,62,False,False,671
2018,3,26,2,NK,7620,JFK,ATL,09:39,71,81,False,False,2699
2018,1,11,1,AA,2071,ORD,JFK,14:22,115,117,True,False,2765
2018,7,28,3,NK,6260,SFO,DFW,14:54,22,15,False,False,2386
2016,12,23,5,DL,3209,DEN,MIA,11:41,74,75,True,False,2914
2019,2,1,5,UA,6521,MIA,DEN,01:42,64,76,False,False,1116
2017,10,17,1,NK,4855,LGA,SEA,20:58,117,107,False,False,1058
2015,7,27,3,WN,5990,SFO,ORD,06:07,133,142,False,False,1355
2017,12,9,6,WN,5809,SEA,DFW,07:11,140,140,False,False,2093
2017,8,9,2,WN,3133,DEN,LAX,23:12,38,39,False,False,384
2016,3,10,1,WN,2759,DFW,LGA,19:31,170,164,False,False,2316
2018,9,23,3,UA,3199,SFO,LAX,19:33,157,175,False,False,318
2017,8,28,7,B6,146,SEA,SFO,18:28,125,128,False,False,1342
2018,12,28,5,AS,2643,MIA,LAX,11:43,147,157,False,False,1378
2018,9,20,3,AS,9153,DEN,ATL,05:11,58,68,False,False,1289
2018,12,12,5,F9,5354,SEA,ORD,04:13,42,50,False,False,767
2018,7,3,1,WN,4792,ATL,MIA,19:42,155,166,False,False,1223
2017,7,10,6,WN,6930,JFK,DFW,04:17,58,68,False,False,474
2019,8,8,6,AA,4389,LAX,LGA,13:41,117,125,False,False,1231
2019,4,25,4,UA,6381,ORD,DEN,13:44,100,105,False,False,2219
2018,2,6,7,WN,9477,LGA,SFO,14:17,1,13,False,False,238
2016,8,28,2,AA,7167,MIA,SFO,20:06,40,42,False,False,1019
2016,2,7,2,DL,975,DFW,SEA,11:31,145,160,False,False,1131
2018,4,14,4,B6,8195,MIA,ATL,22:20,2,-7,False,False,2876
2019,6,28,7,AS,3406,DFW,SFO,07:33,69,67,False,False,420
2016,7,26,7,WN,1054,SFO,SEA,22:54,29,47,False,False,594
2017,1,6,4,B6,1901,ATL,LAX,17:10,71,67,False,False,1505
2017,8,1,7,UA,7103,JFK,LGA,06:17,15,19,False,False,1598
2018,1,17,3,B6,6027,ORD,ATL,16:04,0,15,False,False,1062
2017,2,9,5,DL,727,LAX,DFW,06:27,143,143,False,False,2065
2018,3,27,7,UA,5799,ATL,LGA,10:20,80,97,False,False,1805
2016,3,3,2,DL,2682,LAX,JFK,23:34,20,32,False,True,2786
2017,3,22,3,WN,5584,MIA,LGA,16:12,98,95,False,False,570
2016,5,10,7,NK,4680,LAX,JFK,23:58,169,175,False,False,976
2019,9,24,6,UA,9015,DFW,SFO,21:03,106,110,False,False,512
2019,6,16,7,DL,548,SFO,JFK,14:52,163,157,False,False,547
2019,11,2,3,UA,3208,DEN,SEA,08:30,179,184,False,False,2909
2017,2,8,7,NK,1230,DEN,LAX,16:16,43,62,False,False,520
2018,6,2,3,AA,3898,MIA,JFK,12:18,82,91,False,False,1421
2015,5,1,1,WN,9726,ORD,LGA,19:03,118,133,False,False,2022
2017,6,9,5,WN,996,DEN,ORD,04:00,148,151,False,False,1233
2019,11,24,7,DL,784,DEN,ATL,02:39,83,98,False,False,1100
2015,8,22,5,AA,3752,DEN,ORD,20:49,159,151,False,False,411
2015,1,20,3,UA,5515,DEN,JFK,16:44,147,137,False,False,971
2017,10,15,1,AA,4059,ORD,JFK,12:12,43,57,False,False,2256
2017,2,5,4,AS,6086,ATL,DFW,19:27,52,49,True,False,1908
2017,1,11,2,F9,713,DEN,DFW,07:27,165,166,False,False,2057
2018,11,24,5,DL,774,SFO,LGA,01:27,111,109,False,False,1168
2016,3,27,5,F9,9803,DEN,DFW,18:09,28,18,False,False,389
2015,2,14,4,AA,4320,LAX,SEA,14:24,145,159,False,False,2652
2016,2,17,3,UA,7736,LGA,ATL,00:07,90,88,False,False,1832
2018,2,6,2,F9,8137,JFK,ATL,01:39,36,55,False,False,229
2018,10,13,2,UA,4687,ORD,SEA,09:10,-5,-8,False,False,1927
2015,2,23,2,B6,6732,LAX,ORD,06:08,-17,-8,False,False,2864
2018,5,18,7,DL,4653,ATL,LGA,07:37,77,76,False,False,2706
2015,9,3,3,NK,3751,DFW,LGA,10:42,108,104,False,False,809
2018,6,7,1,F9,8283,DFW,JFK,16:53,-6,2,False,False,1563
2018,12,19,5,F9,2410,LAX,JFK,16:27,-6,-4,False,False,1457
2018,6,11,5,UA,204,SEA,SFO,02:41,156,167,False,False,1946
2017,8,6,2,F9,226,JFK,ORD,12:33,43,44,False,False,675
2017,1,16,5,F9,8945,MIA,DEN,02:55,46,49,False,False,2459
2017,4,6,7,B6,2294,MIA,DEN,08:33,45,59,False,False,2211
2016,7,14,4,WN,7285,ORD,DFW,04:41,21,17,False,False,536
2018,12,28,1,F9,5403,SEA,SFO,12:25,91,84,False,False,2214
2015,9,17,2,WN,7105,ATL,SEA,08:17,3,-6,False,False,1427
2018,9,27,5,AS,1089,SFO,LGA,18:13,112,110,False,False,1684
2015,1,20,2,F9,2983,DEN,ORD,01:04,100,109,False,False,2873
2019,3,23,3,AS,9083,DEN,MIA,21:54,112,103,False,False,2923
2015,7,1,7,B6,2389,LAX,LAX,22:59,52,53,False,False,2240
2016,4,6,7,WN,9463,SFO,DEN,20:39,109,126,False,False,206
2017,6,9,3,WN,927,JFK,DFW,02:32,55,51,False,False,2888
2016,5,18,6,UA,9956,SFO,DFW,23:32,84,90,False,False,2227
2019,7,25,1,B6,7529,LGA,SEA,11:53,156,169,False,False,1250
2019,8,14,7,UA,773,JFK,LAX,13:55,76,85,False,False,2748
2016,6,1,2,NK,1393,DEN,DFW,06:16,77,69,False,False,2841
2018,5,26,2,AS,9365,DEN,DFW,00:39,129,140,False,False,271
2016,10,12,6,F9,4666,LAX,SEA,06:10,27,17,False,False,2873
2019,2,20,4,B6,3992,ATL,LAX,11:27,1,19,False,False,2842
2015,12,9,3,UA,2215,SFO,SFO,03:53,25,40,False,False,1932
2016,3,22,6,F9,3585,LGA,DFW,20:28,152,171,False,False,486
2015,12,26,7,AA,1362,DFW,LGA,06:37,-17,-16,False,False,2739
2019,9,4,6,AA,6016,SEA,JFK,15:32,52,64,False,False,313
2015,8,16,3,AS,3350,DEN,JFK,04:50,59,57,True,False,2888
2019,6,2,5,NK,4760,SFO,LGA,00:29,175,187,False,False,531
2016,1,21,2,WN,3329,LAX,ATL,13:30,1,1,False,False,1092
2019,10,17,5,F9,2404,ORD,SFO,23:08,121,123,False,False,1549
2015,3,1,1,DL,788,SEA,ATL,04:24,17,14,True,False,948
2015,12,14,1,AS,5324,ORD,ORD,04:05,16,14,False,False,2507
2015,1,27,6,WN,8748,DFW,LAX,02:58,-15,-24,False,False,2958
2019,4,27,4,AS,6397,MIA,SFO,16:06,54,71,False,False,1375
2016,3,15,2,NK,5385,ORD,ORD,05:49,39,41,False,False,914
2016,2,27,2,AS,9681,SFO,SFO,20:42,146,152,False,False,2051
2017,2,21,5,B6,5133,ATL,DFW,12:18,85,93,False,False,1481
2016,2,28,7,UA,7121,DFW,LGA,03:47,52,44,False,False,1693
2019,6,13,6,B6,8634,MIA,DFW,18:54,85,80,False,False,1166
2017,8,11,4,DL,5459,SEA,ORD,00:50,38,38,False,False,499
2018,3,28,7,AA,9080,SFO,MIA,07:44,125,132,False,False,2653
2018,3,2,5,UA,5185,SFO,DEN,01:20,23,42,False,False,468
2016,4,15,2,NK,883,SFO,SFO,13:15,122,117,False,False,2261
2019,7,3,3,B6,4667,SEA,MIA,19:12,103,95,False,False,1413
2015,9,1,5,DL,7340,JFK,DEN,04:48,14,25,False,False,1460
2016,8,14,4,AS,1834,SEA,SEA,19:03,152,152,False,False,2208
2015,3,10,3,AA,461,MIA,JFK,18:48,94,95,False,False,1710
2016,8,9,7,WN,903,SEA,LAX,02:22,117,129,False,False,608
2018,12,25,4,F9,6625,MIA,MIA,12:21,98,97,False,False,682
2018,6,10,6,WN,4577,ORD,LAX,10:16,55,55,False,False,2541
2018,2,12,1,WN,8532,SEA,ATL,06:14,101,116,False,False,2716
2019,7,21,7,UA,4713,LAX,DEN,20:53,79,86,False,False,1007
2018,3,22,3,B6,5007,JFK,ORD,16:11,155,165,False,False,1992
2015,1,1,3,AA,1305,MIA,DFW,01:47,154,151,False,False,1044
2019,8,8,6,AA,6498,LAX,ORD,20:08,83,79,False,False,2538
2017,3,21,1,AS,2392,DFW,ORD,22:55,168,179,False,False,1022
2016,1,27,1,B6,9842,ATL,SFO,19:33,134,150,False,False,2715
2015,7,17,4,WN,9024,SEA,SFO,04:58,90,86,False,False,2560
2015,12,27,7,F9,7369,LAX,SEA,12:44,159,171,False,False,1202
2017,5,8,6,DL,6407,ORD,ATL,13:12,-5,2,True,False,2108
2017,9,8,1,DL,4853,LAX,MIA,11:32,13,29,False,False,2906
2019,7,23,2,AA,2777,LGA,ATL,11:05,73,63,True,False,2024
2018,5,5,5,B6,1078,DFW,ATL,17:56,30,24,False,False,2220
2017,11,24,3,UA,4506,DEN,LAX,07:18,32,43,False,False,2448
2015,6,9,1,F9,4616,DEN,DFW,04:47,162,162,False,False,2166
2017,9,6,6,B6,3363,DFW,DFW,12:12,-11,-8,False,False,1824
2016,12,5,6,NK,1672,LGA,JFK,03:20,71,75,False,False,643
2016,2,12,5,AA,8282,SFO,MIA,22:39,154,154,False,False,982
2019,4,3,4,NK,8263,LGA,LGA,05:46,62,80,False,False,1975
2016,6,19,4,NK,1395,LGA,LGA,19:44,89,93,True,False,443
2019,7,17,4,UA,4684,ATL,SEA,10:22,82,101,False,False,1996
2016,11,15,4,F9,2274,DEN,MIA,13:48,-1,13,True,False,2505
2018,7,27,1,AS,9097,LGA,MIA,09:51,153,161,False,False,625
2016,3,9,7,NK,361,DFW,SEA,16:26,85,77,False,False,980
2019,2,28,1,DL,6352,SFO,DEN,20:44,43,34,False,False,1345
2018,7,18,6,DL,8502,JFK,SFO,02:18,105,113,False,False,2746
2016,10,3,4,UA,5975,LAX,ORD,06:44,59,67,False,False,1158
2017,5,13,6,AA,8010,SFO,DFW,10:55,149,159,False,False,2697
2018,9,23,5,B6,3466,LGA,ATL,15:13,132,137,False,False,365
2017,7,18,2,WN,5712,ATL,ATL,00:55,172,164,False,False,818
2018,3,25,4,NK,3719,MIA,SFO,05:18,-16,-7,False,False,376
2016,5,27,4,AS,2667,LGA,DEN,07:24,107,109,False,False,1060
2017,1,19,4,B6,6945,SEA,LAX,20:36,115,108,False,False,370
2017,12,2,3,NK,9499,MIA,LGA,09:01,141,140,False,False,1447
2019,5,21,4,WN,7324,ATL,MIA,12:45,151,149,False,False,867
2016,10,12,5,B6,8020,SFO,LGA,03:36,95,104,False,False,2181
2015,1,19,3,NK,1254,ORD,LGA,19:44,-19,-13,False,False,586
2018,2,20,1,UA,9276,DEN,MIA,13:11,145,144,False,False,1189
2018,9,11,1,WN,3089,DEN,DEN,22:08,70,73,False,False,2576
2018,9,20,1,B6,7303,ATL,DFW,14:48,-16,-7,False,False,2510
2019,11,24,3,B6,1270,ATL,SFO,02:52,3,22,False,False,371
2018,12,28,6,NK,5177,JFK,JFK,19:45,40,40,False,False,1492
2015,3,25,5,B6,2305,MIA,MIA,05:51,175,165,False,True,1109
2015,8,16,5,WN,2598,DFW,SEA,22:09,66,72,False,False,2318
2019,8,11,3,UA,595,LAX,SEA,23:18,-8,7,False,False,844
2018,11,9,6,AS,1678,SFO,SFO,09:35,19,32,False,False,1113
2018,11,10,7,AS,4349,ATL,ORD,03:28,22,23,False,False,2541
2019,4,6,5,WN,142,DEN,JFK,22:48,134,145,True,False,431
2017,7,8,6,B6,2510,DFW,ORD,21:30,49,44,False,False,2599
2015,10,23,4,DL,3167,SEA,SEA,04:09,10,7,False,False,1205
2018,1,5,4,NK,8068,ATL,MIA,12:35,-7,-14,False,False,388
2016,9,24,2,AA,117,JFK,JFK,15:04,90,100,False,False,892
2018,10,23,1,F9,980,ATL,JFK,16:58,146,153,False,False,2713
2016,11,9,2,AS,2452,ORD,MIA,04:45,-8,-11,False,False,1915
2018,10,17,4,UA,2559,SEA,MIA,11:57,-20,-8,True,False,2391
2016,12,25,5,AS,140,LAX,SEA,01:00,179,170,False,False,235
2017,11,10,4,AA,2214,MIA,DFW,23:43,29,30,False,False,1575
2019,2,10,1,AA,2121,DFW,DEN,15:52,51,65,False,False,456
2017,10,23,5,NK,5367,SEA,ORD,06:03,-10,7,False,False,1402
2015,1,25,5,UA,7459,LGA,SEA,18:38,72,67,False,False,1922
2018,6,28,6,B6,7350,JFK,JFK,06:32,74,70,False,False,660
2016,3,27,6,UA,6928,DFW,SEA,07:13,143,148,False,False,1401
2018,8,17,1,UA,9746,ATL,LGA,23:34,11,13,False,False,2360
2018,10,2,5,UA,2250,JFK,ORD,06:31,166,178,False,False,280
2015,2,8,5,NK,5497,SEA,ORD,15:18,1,-3,False,False,1743
2019,1,8,1,WN,3188,LGA,MIA,23:51,137,142,False,False,1225
2015,12,3,1,WN,5665,LGA,MIA,10:28,137,147,False,False,1969
2019,2,10,7,UA,3867,SEA,DEN,17:36,-3,-4,False,False,913
2019,9,8,6,DL,8677,LGA,DFW,03:34,51,69,False,False,949
2017,9,6,3,AA,5131,DEN,DFW,05:25,37,38,False,False,985
2015,2,5,1,AS,7768,DFW,DEN,02:54,166,179,False,False,2922
2015,2,25,7,DL,7002,SEA,MIA,20:28,41,52,False,False,2592
2016,3,24,3,WN,9503,SEA,LAX,23:44,104,109,True,False,2350
2015,7,18,6,F9,2649,ATL,JFK,22:33,53,51,False,False,2326
2017,12,22,7,AS,6029,LAX,LAX,14:33,100,112,False,False,2216
2019,2,5,6,WN,1504,SFO,JFK,08:28,105,98,False,False,2645
2015,10,20,7,WN,2975,MIA,ATL,00:17,34,32,False,False,1517
2019,8,20,7,B6,5736,MIA,LGA,04:27,73,67,False,False,877
2016,8,17,5,DL,4957,ORD,ORD,15:42,54,72,False,False,1237
2018,5,3,4,F9,6818,DFW,MIA,16:41,-7,1,False,False,1789
2017,1,4,5,AA,9816,ATL,ORD,11:38,162,160,False,False,2689
2017,6,1,5,WN,3691,JFK,DEN,15:46,172,173,False,False,2054
2015,8,20,7,UA,1115,LGA,MIA,06:28,159,173,False,False,1907
2018,8,28,7,B6,2299,ORD,LGA,16:05,91,101,False,False,1813
2019,8,7,2,AS,4842,DEN,LAX,20:09,23,37,False,False,1249
2016,11,18,3,AS,4298,MIA,DFW,22:05,65,57,False,False,471
2019,1,25,2,F9,9942,DEN,ATL,02:37,138,146,False,False,357
2015,10,3,4,B6,9868,SEA,DFW,03:44,174,177,False,False,782
2018,1,21,4,UA,9362,ORD,LAX,00:08,105,102,False,False,1457
2018,11,1,5,AS,7369,DFW,LAX,18:39,-1,-10,False,False,1958
2015,3,2,5,NK,919,SFO,MIA,06:58,112,120,False,False,1511
2018,12,22,1,AS,4145,LGA,DFW,04:19,-17,-16,False,False,2113
2015,1,18,7,F9,2592,SEA,ORD,01:21,124,119,False,False,1799
2019,11,1,2,AS,435,ORD,LAX,07:16,92,82,False,False,1105
2019,8,11,6,AS,2350,JFK,MIA,16:16,53,63,False,False,2853
2017,8,16,5,UA,2097,MIA,JFK,13:20,132,151,False,False,1232
2016,3,14,4,WN,5081,ATL,SEA,00:06,66,69,False,False,2820
2018,11,8,3,DL,4460,JFK,SFO,16:08,90,102,False,False,475
2018,4,13,1,DL,4063,LAX,JFK,19:30,8,5,False,False,631
2019,11,1,1,AA,2195,SEA,LAX,13:10,-2,-11,False,False,1463
2017,3,6,4,F9,2832,LGA,JFK,14:08,34,30,False,False,2146
2018,8,14,3,NK,3612,ATL,ATL,05:54,112,104,False,False,2276
2017,7,1,7,WN,7949,ORD,JFK,03:13,92,82,False,False,976
2016,8,19,5,AA,5710,ATL,DFW,00:09,161,175,False,False,2346
2016,7,20,3,DL,9115,DEN,LGA,06:30,86,97,False,False,295
2018,3,10,4,NK,5798,SEA,SFO,01:15,150,166,False,False,2358
2016,1,28,3,DL,1834,LGA,JFK,03:28,54,48,False,False,2045
2019,10,17,3,DL,1136,JFK,ATL,14:05,77,85,False,False,1287
2017,8,18,7,NK,295,LAX,SFO,19:21,45,55,False,False,1299
2015,8,13,2,AA,7119,LAX,LGA,15:58,44,48,False,False,349
2015,5,28,7,F9,8376,DEN,DFW,14:13,-11,-17,False,False,2553
2017,4,20,1,AS,389,DEN,DEN,18:43,150,141,True,False,2282
2017,3,8,6,NK,4784,DFW,DEN,20:10,111,119,False,False,1761
2016,1,21,4,WN,9556,SEA,LGA,13:31,144,149,False,False,1068
2019,12,1,1,WN,995,SEA,LAX,06:51,96,95,False,False,2057
2019,10,11,2,B6,595,DEN,SFO,01:27,18,26,False,False,483
2015,6,21,5,AS,3690,DEN,LGA,23:32,58,51,False,False,2859
2018,10,1,3,WN,2226,SEA,ORD,11:09,111,127,False,False,2530
2016,3,17,6,AA,8741,ATL,MIA,01:12,97,96,False,False,2250
2018,9,6,3,AA,4202,MIA,SFO,04:19,43,58,False,False,1685
2019,8,19,7,WN,6674,DFW,SFO,01:44,-18,-24,False,False,2777
2018,1,24,1,DL,7605,MIA,LGA,16:00,125,123,False,False,2592
2017,5,18,1,UA,2335,DEN,SEA,17:22,127,144,False,False,546
2018,7,24,7,AA,2516,ATL,DFW,21:49,-20,-12,False,False,488
2017,3,18,2,WN,2568,ATL,SEA,10:34,120,133,False,False,2443
2016,12,7,5,B6,1400,MIA,ATL,12:49,58,52,False,False,982
2018,2,7,4,NK,6398,SEA,ATL,07:01,-19,-28,False,False,1400
2017,10,1,3,F9,337,SEA,LAX,19:12,121,130,False,False,2204
2019,9,6,5,AS,8504,DFW,SEA,06:56,102,92,False,False,2839
2018,8,20,6,AA,9280,SEA,LGA,13:47,152,168,False,False,1702
2018,6,21,5,F9,9768,ATL,SEA,11:15,9,16,False,False,2694
2018,8,11,2,NK,8425,SFO,SFO,01:19,131,147,False,False,1441
2016,9,4,1,B6,5450,ATL,SFO,13:35,136,127,False,False,599
2017,12,22,4,B6,5292,SFO,MIA,05:12,85,78,False,False,240
2017,2,16,2,WN,889,ATL,DEN,14:03,-13,-21,False,False,984
2015,5,15,1,NK,4937,SFO,SEA,05:39,-19,-18,False,False,2713
2016,4,25,1,AA,3885,DFW,DFW,10:50,79,95,False,False,1838
2017,11,11,7,B6,4934,SFO,SEA,17:32,62,72,False,False,2598
2019,5,24,2,AA,5421,SFO,LAX,13:38,151,146,False,False,1496
2016,7,28,1,NK,8957,SEA,DEN,23:18,133,130,False,False,736
2015,11,28,6,UA,514,MIA,LGA,20:45,113,118,False,False,1287
2018,5,16,2,B6,3077,LGA,MIA,00:52,158,173,False,False,2368
2017,1,13,5,NK,4701,SFO,SFO,00:20,148,154,False,False,2294
2018,7,24,3,AA,9917,LGA,LGA,17:35,132,132,False,False,1788
2015,10,9,5,NK,1621,DEN,SFO,01:49,72,81,False,False,1686
2019,1,27,3,F9,6056,MIA,MIA,01:47,19,36,False,False,2676
2019,12,5,1,AS,7760,SFO,DFW,13:20,46,36,False,False,2040
2017,1,25,1,AS,9420,DEN,JFK,09:45,129,135,False,False,1488
2019,9,16,4,F9,5094,ATL,MIA,15:48,82,84,False,False,210
2019,9,25,5,AS,7888,ATL,ATL,05:50,55,49,False,False,1327
2018,2,16,4,F9,7976,LGA,ORD,18:22,64,65,False,False,1786
2015,12,7,7,F9,8700,DFW,LGA,09:34,-13,-21,False,False,926
2016,8,10,1,B6,8550,LGA,LAX,10:00,86,86,False,False,688
2019,11,2,5,WN,4354,SFO,DEN,11:19,-15,-6,False,False,2820
2017,5,16,6,NK,167,SEA,LAX,07:30,20,39,False,False,1177
2015,2,16,3,WN,5694,DEN,ORD,09:36,42,60,False,False,739
2018,10,2,3,B6,9689,JFK,DEN,22:35,-19,-26,False,False,2084
2017,6,10,5,NK,2368,DEN,ATL,04:49,57,73,False,False,2675
2018,4,3,3,UA,5633,DFW,LAX,09:02,166,183,False,False,2684
2015,5,28,4,B6,1454,SFO,SEA,18:40,13,16,False,False,388
2016,10,8,6,DL,8681,ORD,LGA,23:53,86,101,False,False,2541
2017,2,26,4,UA,2890,LAX,ORD,07:28,55,71,True,False,985
2018,3,15,1,DL,4671,LGA,SEA,03:22,158,148,False,False,886
2019,8,22,2,UA,4515,SEA,SEA,13:11,165,168,False,False,1653
2016,3,19,2,UA,4917,SFO,DEN,05:46,107,101,False,False,1915
2016,11,23,3,DL,1626,DEN,ATL,16:12,41,36,False,False,2095
2015,11,21,5,F9,5957,SFO,DFW,07:31,59,68,False,False,1608
2017,3,21,5,AA,2787,DFW,SFO,02:08,20,17,False,False,1754
2015,8,12,2,F9,194,DEN,JFK,22:56,160,176,False,False,1960
